NSE,,BSE,NSE.SYMBOL,BSE.SYMBOL
Cholamandalam Investment and Finance Company Limited,,Indo National Ltd,CHOLAFIN,504058
Cholamandalam Financial Holdings Limited,,Zensar Technologies Ltd,CHOLAHLDNG,504067
CIE Automotive India Limited,,Jyoti Ltd,CIEINDIA,504076
Capital India Finance Limited,,JSL Industries Ltd,CIFL,504080
Cigniti Technologies Limited,,Kaycee Industries Ltd,CIGNITITEC,504084
Cineline India Limited,,Indokem Ltd,CINELINE,504092
Cinevista Limited,,Panasonic Energy India Company Ltd,CINEVISTA,504093
Cipla Limited,,Nelco Ltd,CIPLA,504112
Clean Science and Technology Limited,,Permanent Magnets Ltd,CLEAN,504132
CL Educate Limited,,High Energy Batteries India Ltd,CLEDUCATE,504176
Chaman Lal Setia Exports Limited,,Standard Batteries Ltd,CLSEL,504180
CMS Info Systems Limited,,Universal Cables Ltd,CMSINFO,504212
Coal India Limited,,W. S. Industries (India) Ltd,COALINDIA,504220
Coastal Corporation Limited,,Delton Cables Ltd,COASTCORP,504240
Cochin Shipyard Limited,,Lakshmi Electrical Control Systems Ltd,COCHINSHIP,504258
Coffee Day Enterprises Limited,,Modulex Construction Technologies Ltd,COFFEEDAY,504273
Coforge Limited,,Delta Manufacturing Ltd,COFORGE,504286
Cohance Lifesciences Limited,,Longspur International Ventures Ltd,COHANCE,504340
Colgate Palmolive (India) Limited,,Ravindra Energy Ltd,COLPAL,504341
Compucom Software Limited,,RRP Semiconductor Ltd,COMPUSOFT,504346
Commercial Syn Bags Limited,,Empower India Ltd,COMSYN,504351
Container Corporation of India Limited,,Multipurpose Trading & Agencies Ltd,CONCOR,504356
Concord Biotech Limited,,Ridhi Synthetics Ltd,CONCORDBIO,504365
Confidence Petroleum India Limited,,Grandma Trading & Agencies Ltd ,CONFIPET,504369
Consolidated Finvest & Holdings Limited,,Ardi Investments & Trading Company Ltd,CONSOFINVT,504370
Control Print Limited,,Softbpo Global Services Ltd,CONTROLPR,504375
Coral India Finance & Housing Limited,,Nyssa Corporation Ltd,CORALFINAC,504378
Cords Cable Industries Limited,,Flomic Global Logistics Ltd,CORDSCABLE,504380
Coromandel International Limited,,Krishna Ventures Ltd,COROMANDEL,504392
COSMO FIRST LIMITED,,SJ Corporation Ltd,COSMOFIRST,504398
Country Condo's Limited,,Uni Abex Alloy Products Ltd,COUNCODOS,504605
CP Capital Limited,,Sarda Energy & Minerals Ltd,CPCAP,504614
Craftsman Automation Limited,,Bhagwati Autocast Ltd,CRAFTSMAN,504646
Creative Newtech Limited,,Bombay Wire Ropes Ltd,CREATIVE,504648
Creative Eye Limited,,Azad India Mobility Ltd,CREATIVEYE,504731
CREDITACCESS GRAMEEN LIMITED,,Indian Hume Pipe Company Ltd,CREDITACC,504741
Crest Ventures Limited,,Indian Link Chain Manufacturers Ltd,CREST,504746
CRISIL Limited,,Investment & Precision Castings Ltd,CRISIL,504786
Crompton Greaves Consumer Electricals Limited,,Informed Technologies India Ltd,CROMPTON,504810
Crown Lifters Limited,,Kaira Can Company Ltd,CROWN,504840
CSB Bank Limited,,Orient Ceratech Ltd,CSBBANK,504879
CSL Finance Limited,,National Standard (India) Ltd,CSLFINANCE,504882
Cambridge Technology Enterprises Limited,,Rathi Steel & Power Ltd,CTE,504903
City Union Bank Limited,,Duncan Engineering Ltd,CUB,504908
Cubex Tubings Limited,,Sandur Manganese & Iron Ores Ltd,CUBEXTUB,504918
Cummins India Limited,,Stovec Industries Ltd,CUMMINSIND,504959
Cupid Limited,,Cholamandalam Financial Holdings Ltd,CUPID,504973
Cura Technologies Limited,,Welcast Steels Ltd,CURAA,504988
Cyber Media (India) Limited,,Western Ministil Ltd,CYBERMEDIA,504998
Cybertech Systems And Software Limited,,Automotive Axles Ltd,CYBERTECH,505010
Cyient Limited,,Atlas Cycles (Haryana) Ltd,CYIENT,505029
Cyient DLM Limited,,Automobile Products of India Ltd,CYIENTDLM,505032
Dabur India Limited,,Automobile Corporation of Goa Ltd,DABUR,505036
Dalmia Bharat Limited,,Setco Automotive Ltd,DALBHARAT,505075
Dalmia Bharat Sugar and Industries Limited,,Talbros Automotive Components Ltd,DALMIASUG,505160
Dam Capital Advisors Limited,,ZF Steering Gear India Ltd,DAMCAPITAL,505163
Damodar Industries Limited,,SML Isuzu Ltd,DAMODARIND,505192
Dangee Dums Limited,,TIL Ltd,DANGEE,505196
Datamatics Global Services Limited,,Eicher Motors Ltd,DATAMATICS,505200
Data Patterns (India) Limited,,Jainex Aamcol Ltd,DATAPATTNS,505212
Davangere Sugar Company Limited,,Alfred Herbert India Ltd,DAVANGERE,505216
D.B.Corp Limited,,Veljan Denison Ltd,DBCORP,505232
Deepak Builders & Engineers India Limited,,Dynamatic Technologies Ltd,DBEIL,505242
Dilip Buildcon Limited,,G. G. Dandekar Properties Ltd,DBL,505250
Dhampur Bio Organics Limited,,GMM Pfaudler Ltd,DBOL,505255
Valor Estate Limited,,Kirloskar Pneumatic Company Ltd,DBREALTY,505283
DB (International) Stock Brokers Limited,,Tulive Developers Ltd,DBSTOCKBRO,505285
Dishman Carbogen Amcis Limited,,KPT Industries Ltd,DCAL,505299
DCB Bank Limited,,Lakshmi Engineering And Warehousing Ltd,DCBBANK,505302
Dc Infotech And Communication Limited,,Manugraph India Ltd,DCI,505324
DCM  Limited,,Harshil Agrotech Ltd,DCM,505336
DCM Financial Services Limited,,Monotype India Ltd ,DCMFINSERV,505343
DCM Nouvelle Limited,,NESCO Ltd,DCMNVL,505355
DCM Shriram Limited,,Integra Engineering India Ltd,DCMSHRIRAM,505358
DCM Shriram Industries Limited,,Semac Consultants Ltd,DCMSRIND,505368
DCW Limited,,Texmaco Infrastructure & Holdings Ltd,DCW,505400
DCX Systems Limited,,Wendt (India) Ltd,DCXINDIA,505412
Ddev Plastiks Industries Limited,,PS IT Infrastructure & Services Ltd,DDEVPLSTIK,505502
Deccan Cements Limited,,GHV Infra Projects Ltd,DECCANCE,505504
DEE Development Engineers Limited,,Responsive Industries Ltd,DEEDEV,505509
Deepak Fertilizers and Petrochemicals Corporation Limited,,Shyamkamal Investments Ltd ,DEEPAKFERT,505515
Deepak Nitrite Limited,,Hem Holdings & Trading Ltd,DEEPAKNTR,505520
Deep Industries Limited,,Maharashtra Corporation Ltd,DEEPINDS,505523
Delhivery Limited,,Dolat Algotech Ltd,DELHIVERY,505526
DELPHI WORLD MONEY LIMITED,,Westlife Foodworld Ltd,DELPHIFX,505533
Delta Corp Limited,,Zee Entertainment Enterprises Ltd,DELTACORP,505537
Delta Manufacturing Limited,,Kovalam Investment & Trading Company Ltd ,DELTAMAGNT,505585
Den Networks Limited,,SVP Global Textiles Ltd,DEN,505590
De Nora India Limited,,Multiplus Holdings Ltd,DENORA,505594
Denta Water and Infra Solutions Limited,,Skyline Millars Ltd,DENTA,505650
Dev Information Technology Limited,,Bimetal Bearings Ltd,DEVIT,505681
Devyani International Limited,,Taparia Tools Ltd,DEVYANI,505685
Digicontent Limited,,Bharat Gears Ltd,DGCONTENT,505688
Dhampur Sugar Mills Limited,,Brady & Morris Engineering Company Ltd,DHAMPURSUG,505690
Dhanlaxmi Bank Limited,,La Tim Metal & Industries Ltd,DHANBANK,505693
Dhani Services Limited,,Elecon Engineering Company Ltd,DHANI,505700
Dhanuka Agritech Limited,,Grauer & Weil India Ltd,DHANUKA,505710
Dharmaj Crop Guard Limited,,Him Teknoforge Ltd,DHARMAJ,505712
Dhruv Consultancy Services Limited,,Gabriel India Ltd,DHRUV,505714
Dhunseri Investments Limited,,Hercules Hoists Ltd,DHUNINV,505720
Diamond Power Infrastructure Limited,,Algoquant Fintech Ltd,DIACABS,505725
Diamines & Chemicals Limited,,IFB Industries Ltd,DIAMINESQ,505726
Prataap Snacks Limited,,Singer India Ltd,DIAMONDYD,505729
DIC India Limited,,International Combustion India Ltd,DICIND,505737
Diffusion Engineers Limited,,Federal-Mogul Goetze (India) Ltd,DIFFNKG,505744
Digidrive Distributors Limited,,Josts Engineering Company Ltd,DIGIDRIVE,505750
DiGiSPICE Technologies Limited,,Schaeffler India Ltd,DIGISPICE,505790
Digjam Limited,,Rane Holdings Ltd,DIGJAMLMTD,505800
Debock Industries Limited,,Rolcon Engineering Company Ltd,DIL,505807
Dish TV India Limited,,SNL Bearings Ltd,DISHTV,505827
Divgi Torqtransfer Systems Limited,,Jaipan Industries Ltd,DIVGIITTS,505840
Divi's Laboratories Limited,,Mangal Credit and Fincorp Ltd,DIVISLAB,505850
Dixon Technologies (India) Limited,,TRF Ltd,DIXON,505854
DJ Mediaprint & Logistics Limited,,WPIL Ltd,DJML,505872
DLF Limited,,Kennametal India Ltd,DLF,505890
D-Link (India) Limited,,Hindustan Hardy Ltd,DLINKINDIA,505893
Avenue Supermarts Limited,,Triton Valves Ltd,DMART,505978
DMCC SPECIALITY CHEMICALS LIMITED,,Sudal Industries Ltd,DMCC,506003
Diligent Media Corporation Limited,,Prakash Industries Ltd,DNAMEDIA,506022
Dodla Dairy Limited,,Hariyana Ventures Ltd,DODLA,506024
Dolat Algotech Limited,,Prabhu Steel Industries Ltd,DOLATALGO,506042
Dollar Industries Limited,,Arshiya Ltd,DOLLAR,506074
Dolphin Offshore Enterprises (India) Limited,,Grindwell Norton Ltd,DOLPHIN,506076
DOMS Industries Limited,,Lakshmi Precision Screws Ltd,DOMS,506079
Donear Industries Limited,,Stanrose Mafatlal Investments & Finance Ltd,DONEAR,506105
D. P. Abhushan Limited,,Genesys International Corporation Ltd,DPABHUSHAN,506109
DPSC Limited,,Alna Trading & Exports Ltd,DPSCLTD,506120
D P Wires Limited,,Parnax Lab Ltd,DPWIRES,506128
DRC Systems India Limited,,Gourmet Gateway India Ltd,DRCSYSTEMS,506134
Dreamfolks Services Limited,,Visagar Polytex Ltd,DREAMFOLKS,506146
Dredging Corporation of India Limited,,Ishwarshakti Holdings & Traders Ltd,DREDGECORP,506161
Dr. Reddy's Laboratories Limited,,Terraform Magnum Ltd,DRREDDY,506162
Dynacons Systems & Solutions Limited,,Apis India Ltd,DSSL,506166
Dhunseri Tea & Industries Limited,,Velox Shipping and Logistics Ltd,DTIL,506178
Ducon Infratechnologies Limited,,Emergent Industrial Solutions Ltd,DUCON,506180
Dhunseri Ventures Limited,,Kanani Industries Ltd,DVL,506184
Dwarikesh Sugar Industries Limited,,Galaxy Cloud Kitchens Ltd,DWARKESH,506186
Dynamic Cables Limited,,Sarvamangal Mercantile Company Ltd ,DYCL,506190
Dynamatic Technologies Limited,,Arihant Superstructures Ltd,DYNAMATECH,506194
Dynemic Products Limited,,Bliss GVS Pharma Ltd,DYNPRO,506197
E2E Networks Limited,,Styrenix Performance Materials Ltd,E2E,506222
Easy Trip Planners Limited,,Alembic Ltd,EASEMYTRIP,506235
eClerx Services Limited,,Amines & Plasticizers Ltd,ECLERX,506248
Ecos (India) Mobility & Hospitality Limited,,Anuh Pharma Ltd,ECOSMOBLTY,506260
Edelweiss Financial Services Limited,,Modison Ltd,EDELWEISS,506261
Eicher Motors Limited,,Bayer CropScience Ltd,EICHERMOT,506285
EID Parry India Limited,,Sashwat Technocrats Ltd,EIDPARRY,506313
Enviro Infra Engineers Limited,,Chemo Pharma Laboratories Ltd,EIEL,506365
Euro India Fresh Foods Limited,,Heubach Colorants India Ltd,EIFFL,506390
EIH Associated Hotels Limited,,Coromandel International Ltd,EIHAHOTELS,506395
EIH Limited,,Deepak Nitrite Ltd,EIHOTEL,506401
Eimco Elecon (India) Limited,,DMCC Speciality Chemicals Ltd,EIMCOELECO,506405
Everest Kanto Cylinder Limited,,Fermenta Biotech Ltd,EKC,506414
Eldeco Housing And Industries Limited,,GOCL Corporation Ltd,ELDEHSG,506480
Elecon Engineering Company Limited,,Jayshree Chemicals Ltd,ELECON,506520
Electrosteel Castings Limited,,Kanoria Chemicals & Industries Ltd,ELECTCAST,506525
Electrotherm (India) Limited,,KELTECH Energies Ltd,ELECTHERM,506528
Elgi Equipments Limited,,Kemp & Company Ltd,ELGIEQUIP,506530
Elgi Rubber Company Limited,,Nitta Gelatin India Ltd,ELGIRUBCO,506532
Elin Electronics Limited,,MP Agro Industries Ltd,ELIN,506543
Emami Limited,,Oriental Carbon & Chemicals Ltd,EMAMILTD,506579
Emami Paper Mills Limited,,PCBL Chemical Ltd,EMAMIPAP,506590
Emami Realty Limited,,Amal Ltd,EMAMIREAL,506597
Embassy Developments Limited,,Polychem Ltd,EMBDL,506605
Emcure Pharmaceuticals Limited,,Punjab Chemicals & Crop Protection Ltd,EMCURE,506618
Electronics Mart India Limited,,ZR2 Bioenergy Ltd,EMIL,506640
Emkay Global Financial Services Limited,,Sadhana Nitro Chem Ltd,EMKAY,506642
Emmbi Industries Limited,,Sudarshan Chemical Industries Ltd,EMMBI,506655
EMS Limited,,Ultramarine & Pigments Ltd,EMSLIMITED,506685
eMudhra Limited,,Transpek Industry Ltd,EMUDHRA,506687
Endurance Technologies Limited,,Unichem Laboratories Ltd,ENDURANCE,506690
Energy Development Company Limited,,Mysore Petro Chemicals Ltd,ENERGYDEV,506734
Engineers India Limited,,Alkyl Amines Chemicals Ltd,ENGINERSIN,506767
Entertainment Network (India) Limited,,Tuticorin Alkali Chemicals And Fertilizers Ltd,ENIL,506808
Entero Healthcare Solutions Limited,,AstraZeneca Pharma India Ltd,ENTERO,506820
EPACK Durable Limited,,Primo Chemicals Ltd,EPACK,506852
Epigral Limited,,TANFAC Industries Ltd,EPIGRAL,506854
EPL Limited,,Gujarat Petrosynthese Ltd,EPL,506858
Equippp Social Impact Technologies Limited,,Swadeshi Industries & Leasing Ltd,EQUIPPP,506863
Equitas Small Finance Bank Limited,,Gujarat Themis Biosyn Ltd,EQUITASBNK,506879
Eris Lifesciences Limited,,Saptak Chem And Business Ltd,ERIS,506906
Esab India Limited,,Makers Laboratories Ltd,ESABINDIA,506919
ESAF Small Finance Bank Limited,,Continental Chemicals Ltd,ESAFSFB,506935
Escorts Kubota Limited,,JB Chemicals & Pharmaceuticals Ltd,ESCORTS,506943
Essar Shipping Limited,,Indo Gulf Industries Ltd,ESSARSHPNG,506945
Integra Essentia Limited,,Advance Petrochemicals Ltd,ESSENTIA,506947
Ester Industries Limited,,Apt Packaging Ltd,ESTER,506979
ETERNAL LIMITED,,Bluechip Tex Industries Ltd,ETERNAL,506981
Ethos Limited,,Jagatjit Industries Ltd,ETHOSLTD,507155
Eureka Forbes Limited,,Kesar Enterprises Ltd,EUREKAFORB,507180
Eurotex Industries and Exports Limited,,Tilaknagar Industries Ltd,EUROTEXIND,507205
Eveready Industries India Limited,,Emerald Leisures Ltd,EVEREADY,507265
Everest Industries Limited,,The Ravalgaon Sugar Farm Ltd,EVERESTIND,507300
Excel Realty N Infra Limited,,Sakthi Sugars Ltd,EXCEL,507315
Excel Industries Limited,,Walchandnagar Industries Ltd,EXCELINDUS,507410
Exicom Tele-Systems Limited,,IFB Agro Industries Ltd,EXICOM,507438
Exide Industries Limited,,Kothari Fermentation & Biochem Ltd,EXIDEIND,507474
Expleo Solutions Limited,,Caprolactam Chemicals Ltd,EXPLEOSOL,507486
Exxaro Tiles Limited,,GM Breweries Ltd,EXXARO,507488
Fertilizers and Chemicals Travancore Limited,,Rana Sugars Ltd,FACT,507490
Fairchem Organics Limited,,Piccadily Sugar & Allied Industries Ltd,FAIRCHEMOR,507498
Faze Three Limited,,Som Distilleries & Breweries Ltd,FAZE3Q,507514
Fineotex Chemical Limited,,CJ Gelatine Products Ltd,FCL,507515
FCS Software Solutions Limited,,Associated Alcohols & Breweries Ltd,FCSSOFT,507526
FDC Limited,,Thakkers Group Ltd,FDC,507530
The Federal Bank  Limited,,Coromandel Agro Products & Oils Ltd,FEDERALBNK,507543
Fedbank Financial Services Limited,,Foods & Inns Ltd,FEDFINA,507552
Future Enterprises Limited,,IVP Ltd,FEL,507580
Future Enterprises Limited,,Kovilpatti Lakshmi Roller Flour Mills Ltd,FELDVR,507598
Fiberweb (India) Limited,,Olympic Oil Industries Ltd,FIBERWEB,507609
Fiem Industries Limited,,Milkfood Ltd,FIEMIND,507621
Filatex India Limited,,Polson Ltd,FILATEX,507645
Filatex Fashions Limited,,Signature Green Corporation Ltd,FILATFASH,507663
Finolex Cables Limited,,Wipro Ltd,FINCABLES,507685
Fine Organic Industries Limited,,Orient Beverages Ltd,FINEORG,507690
Fino Payments Bank Limited,,Dhanuka Agritech Ltd,FINOPB,507717
Finolex Industries Limited,,TTK Healthcare Ltd,FINPIPE,507747
Brainbees Solutions Limited,,TGV Sraac Ltd,FIRSTCRY,507753
Five-Star Business Finance Limited,,Lime Chemicals Ltd,FIVESTAR,507759
Flair Writing Industries Limited,,Kanpur Plastipack Ltd,FLAIR,507779
Flexituff Ventures International Limited,,Tainwala Chemicals and Plastics (India) Ltd,FLEXITUFF,507785
Gujarat Fluorochemicals Limited,,Jagsonpal Pharmaceuticals Ltd,FLUOROCHEM,507789
Federal-Mogul Goetze (India) Limited.,,Khaitan Chemicals & Fertilizers Ltd,FMGOETZE,507794
Future Market Networks Limited,,United Leasing & Industries Ltd,FMNL,507808
Focus Lighting and Fixtures Limited,,National Oxygen Ltd,FOCUS,507813
Foods & Inns Limited,,Gillette India Ltd,FOODSIN,507815
FORCE MOTORS LTD,,Wires & Fabriks SA Ltd,FORCEMOT,507817
Fortis Healthcare Limited,,Ansal Housing Ltd,FORTIS,507828
Foseco India Limited,,Computer Point Ltd,FOSECOIND,507833
Future Supply Chain Solutions Limited,,Mac Charles India Ltd,FSC,507836
Firstsource Solutions Limited,,Addi Industries Ltd,FSL,507852
Fusion Finance Limited,,Pioneer Investcorp Ltd,FUSION,507864
Gabriel India Limited,,Ashnoor Textile Mills Ltd,GABRIEL,507872
Gujarat Ambuja Exports Limited,,Unitech Ltd,GAEL,507878
GAIL (India) Limited,,VIP Industries Ltd,GAIL,507880
Gala Precision Engineering Limited,,Fiberweb India Ltd,GALAPREC,507910
Galaxy Surfactants Limited,,LKP Finance Ltd,GALAXYSURF,507912
Gallantt Ispat Limited,,East Buildtech Ltd,GALLANTT,507917
Gandhar Oil Refinery (India) Limited,,Manipal Finance Corporation Ltd,GANDHAR,507938
Gandhi Special Tubes Limited,,Bajaj Steel Industries Ltd,GANDHITUBE,507944
Ganesha Ecosphere Limited,,Kiduja India Ltd,GANECOS,507946
Ganesh Benzoplast Limited,,Key Corporation Ltd,GANESHBE,507948
Ganesh Housing Corporation Limited,,Shikhar Leasing & Trading Ltd,GANESHHOUC,507952
Ganga Forging Limited,,Gujarat Hotels Ltd,GANGAFORGE,507960
Ganges Securities Limited,,Ras Resorts & Apart Hotels Ltd,GANGESSECU,507966
Garware Technical Fibres Limited,,Jolly Plastic Industries Ltd,GARFIBRES,507968
Garuda Construction and Engineering Limited,,Paramount Cosmetics India Ltd,GARUDA,507970
GACM Technologies Ltd-RE,,Jindal Hotels Ltd,GATDVR-RE,507981
GACM Technologies Limited,,SER Industries Ltd,GATECH,507984
GACM Techno Ltd-RE,,Jupiter Industries & Leasing Ltd,GATECH-RE1,507987
GACM Technologies Limited,,Simmonds Marshall Ltd,GATECHDVR,507998
Gateway Distriparks Limited,,B & A Ltd,GATEWAY,508136
Gayatri Highways Limited,,Hawkins Cookers Ltd,GAYAHWS,508486
GeeCee Ventures Limited,,Warren Tea Ltd,GEECEE,508494
Geekay Wires Limited,,Cochin Malabar Estates & Industries Ltd,GEEKAYWIRE,508571
Generic Engineering Construction and Projects Limited,,Best Eastern Hotels Ltd,GENCON,508664
Genesys International Corporation Limited,,Neelamalai Agro Industries Ltd,GENESYS,508670
Gensol Engineering Limited,,I S T Ltd,GENSOL,508807
Genus Paper & Boards Limited,,Cosmo First Ltd,GENUSPAPER,508814
Genus Power Infrastructures Limited,,New Markets Advisory Ltd,GENUSPOWER,508867
Geojit Financial Services Limited,,Apollo Hospitals Enterprise Ltd,GEOJITFSL,508869
GE Power India Limited,,Nitin Castings Ltd,GEPIL,508875
The Great Eastern Shipping Company Limited,,Nexome Capital Markets Ltd,GESHIP,508905
GFL Limited,,Everest Industries Ltd,GFLLIMITED,508906
GHCL Limited,,MSR India Ltd,GHCL,508922
GHCL Textiles Limited,,AYM Syntex Ltd,GHCLTEXTIL,508933
GIC Housing Finance Limited,,Panasonic Carbon India Company Ltd,GICHSGFIN,508941
General Insurance Corporation of India,,Finkurve Financial Services Ltd,GICRE,508954
Gillanders Arbuthnot & Company Limited,,HB Leasing & Finance Company Ltd,GILLANDERS,508956
Gillette India Limited,,Shricon Industries Ltd,GILLETTE,508961
Ginni Filaments Limited,,Trustwave Securities Ltd,GINNIFILA,508963
Gujarat Industries Power Company Limited,,Sulabh Engineers & Services Ltd,GIPCL,508969
GKW Limited,,Frontier Capital Ltd,GKWLIMITED,508980
Gland Pharma Limited,,Navneet Education Ltd,GLAND,508989
GlaxoSmithKline Pharmaceuticals Limited,,Kedia Construction Company Ltd ,GLAXO,508993
Glenmark Pharmaceuticals Limited,,Transoceanic Properties Ltd,GLENMARK,509003
Gujarat Lease Financing Limited,,AuSom Enterprise Ltd,GLFL,509009
Global Education Limited,,Thakral Services India Ltd,GLOBAL,509015
Globale Tessile Limited,,Ruchi Infrastructure Ltd,GLOBALE,509020
Global Vectra Helicorp Limited,,Golden Legand Leasing & finance Ltd,GLOBALVECT,509024
Globe Textiles (India) Limited,,VJTF Eduservices Ltd,GLOBE,509026
Globus Spirits Limited,,Voltaire Leasing & Finance Ltd ,GLOBUSSPR,509038
Gloster Limited,,Netlink Solutions India Ltd,GLOSTERLTD,509040
GM Breweries Limited,,Triliance Polymers Ltd,GMBREW,509046
Gujarat Mineral Development Corporation Limited,,Lancor Holdings Ltd,GMDCLTD,509048
GMM Pfaudler Limited,,Indian Infotech & Software Ltd,GMMPFAUDLR,509051
GMR AIRPORTS LIMITED,,Banas Finance Ltd,GMRAIRPORT,509053
GMR Power and Urban Infra Limited,,Visaka Industries Ltd,GMRP&UI,509055
GNA Axles Limited,,Infomedia Press Ltd,GNA,509069
Gujarat Narmada Valley Fertilizers and Chemicals Limited,,Hathway Bhawani Cabletel & Datacom Ltd,GNFC,509073
Goa Carbon Limited,,Gufic Biosciences Ltd,GOACARBON,509079
GOCL Corporation Limited,,GRP Ltd,GOCLCORP,509152
Go Fashion (India) Limited,,Indag Rubber Ltd,GOCOLORS,509162
Godavari Biorefineries Limited,,MM Rubber Company Ltd,GODAVARIB,509196
Godfrey Phillips India Limited,,PTL Enterprises Ltd,GODFRYPHLP,509220
Godha Cabcon & Insulation Limited,,TVS Srichakra Ltd,GODHA,509243
Go Digit General Insurance Limited,,Sanathnagar Enterprises Ltd,GODIGIT,509423
Godrej Agrovet Limited,,Benares Hotels Ltd,GODREJAGRO,509438
Godrej Consumer Products Limited,,Bhagawati Oxygen Ltd,GODREJCP,509449
Godrej Industries Limited,,Bombay Oxygen Investments Ltd,GODREJIND,509470
Godrej Properties Limited,,Cravatex Ltd,GODREJPROP,509472
Goenka Diamond and Jewels Limited,,Berger Paints India Ltd,GOENKA,509480
Gokaldas Exports Limited,,Caprihans India Ltd,GOKEX,509486
Gokul Refoils and Solvent Limited,,Graphite India Ltd,GOKUL,509488
Gokul Agro Resources Limited,,ITD Cementation India Ltd,GOKULAGRO,509496
Golden Tobacco Limited,,Empire Industries Ltd,GOLDENTOBC,509525
